id,list_id,titre,prix,devise,ville,secteur,localisation,marque,modele,annee,kilometrage,carburant,boite_vitesses,puissance_fiscale,etat,origine,premiere_main,nombre_portes,equipements,vendeur,type_vendeur,telephone,date_publication,description,url
77203910,57741089,GOLF 8 GTD,,,Casablanca,Hay Hassani,"Casablanca, Hay Hassani",Volkswagen,Golf 8,2022,104000,Diesel,Automatique,8 CV,Excellent,Importée neuve,,,,Mohamed Bouzar,private,0708258293,2026-04-08T12:45:45Z,"Volkswagen Golf 8 GTD 🇩🇪 Mise en circulation: 2022 Kilométrage: 104k km seulement Version GTD – sport & élégance réunies Véhicule importé, état showroom, jamais accidenté Finition haut de gamme. 📩: ""GOLF 8 GTD""",https://www.avito.ma/fr/hay_hassani/voitures_d_occasion/GOLF_8_GTD_57741089.htm
77203856,57741000,Citroën C3 Diesel Manuelle 2005 à Ben Guerir,,,Ben Guerir,,Ben Guerir,Citroën,C3,2005,218000,Diesel,Manuelle,6 CV,Très bon,Dédouanée,Non,5,"Airbags, Climatisation, Verrouillage centralisé à distance",El kachabi otmane,private,0708043065,2026-04-08T12:39:08Z,Citroën C3 Diesel 2005 Diwana,https://www.avito.ma/fr/ben_guerir/voitures_d_occasion/Citroën_C3_Diesel_Manuelle_2005_à_Ben_Guerir_57741000.htm
77203816,57740996,Duster à vendre,225000,DH,Casablanca,2 Mars,"Casablanca, 2 Mars",Dacia,Duster,2023,167000,Diesel,Automatique,6 CV,Excellent,WW au Maroc,Oui,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Verrouillage centralisé à distance",reda,private,,2026-04-08T12:38:52Z,"Très bon état, toutes options",https://www.avito.ma/fr/2_mars/voitures_d_occasion/Duster_à_vendre_57740996.htm
77203754,57740993,Mercedes-Benz 270 Diesel Manuelle 2001 à Fès,40000,DH,Fès,,Fès,Mercedes-Benz,270,2001,400000,Diesel,Manuelle,11 CV,Excellent,Dédouanée,Non,5,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Régulateur de vitesse, Verrouillage centralisé à distance, Vitres électriques",Adil,private,0611244689,2026-04-08T12:38:24Z,"Je mets en vente ma Mercedes-Benz E270 Diesel manuelle de 2001. - Kilométrage 400 000 km - Jantes aluminium - Airbags, ABS, ESP - Climatisation - Vitres électriques - Régulateur et limiteur de vitesse - CD/MP3/Bluetooth - Verrouillage centralisé à distance - État excellent, dédouanée N'hésitez pas à me contacter pour plus d'informations.",https://www.avito.ma/fr/fès/voitures_d_occasion/Mercedes_Benz_270_Diesel_Manuelle_2001_à_Fès_57740993.htm
77203514,57740972,golf 2 manuelle,23000,DH,Dakhla,Laftihat,"Dakhla, Laftihat",Volkswagen,Golf 2,1985,2000,Diesel,Manuelle,6 CV,Neuf,Dédouanée,,3,,ali,private,0697654462,2026-04-08T12:37:03Z,Golf 2 6🐎 Mazout Model : 85 Diwana : 93 23000dh Dakhla Smsaaar ❌❌❌,https://www.avito.ma/fr/laftihat/voitures_d_occasion/golf_2_manuelle_57740972.htm
77203409,57740922,Land Rover Range Rover Diesel Automatique 2018,260000,DH,Casablanca,,Casablanca,Land Rover,Range Rover,2018,140000,Diesel,Automatique,15 CV,Très bon,,,,,Ahmad,private,0714417131,2026-04-08T12:31:25Z,"La voiture est en bon état, située à Casablanca",https://www.avito.ma/fr/casablanca/voitures_d_occasion/Land_Rover_Range_Rover_Diesel_Automatique_2018_57740922.htm
77203439,57740934,Audi A4 2021,,,Casablanca,Oulfa,"Casablanca, Oulfa",Audi,A4,2021,88000,Diesel,Automatique,Plus de 41 CV,Excellent,WW au Maroc,Oui,3,,Lamiaa Wajdi,private,,2026-04-08T12:32:06Z,Je mets en vente mon Audi A4 premium plus s Véhicule très confortable puissant et économique en carburant,https://www.avito.ma/fr/oulfa/voitures_d_occasion/Audi_A4_2021_57740934.htm
77234795,57769668,Dacia Sandero Stepway,165000,DH,Settat,Toute la ville,"Settat, Toute la ville",Dacia,Sandero,2024,22000,Diesel,Manuelle,6 CV,Excellent,WW au Maroc,Oui,5,,yassine atif,private,0711915451,2026-04-14T12:31:03Z,"🚗 Opportunité à saisir : Dacia Sandero Stepway Extreme 🔥 📅 Modèle : 27/05/2024 👤 Première main 🛣️ Kilométrage : 22 000 km seulement 📍 État : Presque neuve / Faible utilisation ⚙️ Équipements : ✔️ Climatisation digitale ✔️ Frein à main électrique ✔️ Radar (حساسات الركن) ✔️ Limiteur de vitesse (محدد السرعة) ✔️ Version Extreme (Luxueuse et entièrement équipée) 💎 Voiture très propre, bien entretenue, sans aucun frais à prévoir, prête à rouler immédiatement. 💰 Prix : 165 000 Dhs (Négociable) 📌 Vente aux sérieux uniquement – Merci de contacter directement",https://www.avito.ma/fr/settat/voitures_d_occasion/Dacia_Sandero_Stepway_57769668.htm
77203458,57740935,BMW Série 1 Dédouanée,,,Tanger,Tanja Balia,"Tanger, Tanja Balia",BMW,Série 1,2020,85000,Diesel,Manuelle,6 CV,Excellent,Dédouanée,Oui,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques",mouad boujida,private,0666545256,2026-04-08T12:32:18Z,"BMW Série 1, Dédouanée de Belgique 🇧🇪 modèle 2020 Kilométrage : 85.000",https://www.avito.ma/fr/tanja_balia/voitures_d_occasion/BMW_Série_1_Dédouanée_57740935.htm
77203938,57740917,Passat diesel 2006,92000,DH,Meknès,Zitoune,"Meknès, Zitoune",Volkswagen,Passat,2006,3,Diesel,Manuelle,8 CV,Bon,WW au Maroc,Non,5,"ABS, ESP, Jantes aluminium, Sièges cuir",mourad,private,,2026-04-08T12:31:02Z,Je mets en vente Passat b6 diesel 2006,https://www.avito.ma/fr/zitoune/voitures_d_occasion/Passat_diesel_2006_57740917.htm
77203905,57740873,Fiat Tipo diesel 2020,112000,DH,Meknès,Ville Nouvelle,"Meknès, Ville Nouvelle",Fiat,Tipo,2020,2,Diesel,Manuelle,5 CV,Bon,WW au Maroc,Non,5,"ABS, Jantes aluminium",mourad,private,,2026-04-08T12:25:14Z,Je mets en vente ma voiture Fiat TIPO diesel 2020.,https://www.avito.ma/fr/ville_nouvelle/voitures_d_occasion/Fiat_Tipo_diesel_2020_57740873.htm
77203889,57740860,Opel Mokka Essence Automatique 2024 à Tanger,260000,DH,Tanger,Tanja Balia,"Tanger, Tanja Balia",Opel,Mokka,2024,12000,Essence,Automatique,6 CV,Excellent,WW au Maroc,Oui,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques",Nour,private,0718560335,2026-04-08T12:24:06Z,Opel Mokka,https://www.avito.ma/fr/tanja_balia/voitures_d_occasion/Opel_Mokka_Essence_Automatique_2024_à_Tanger_57740860.htm
77203867,57740844,Opel Mokka Essence Automatique 2024 à Kénitra,260000,DH,Kénitra,Bir Rami,"Kénitra, Bir Rami",Opel,Mokka,2024,12000,Essence,Automatique,6 CV,Excellent,WW au Maroc,Oui,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",Nour,private,0718560335,2026-04-08T12:21:01Z,Opel Mokka,https://www.avito.ma/fr/bir_rami/voitures_d_occasion/Opel_Mokka_Essence_Automatique_2024_à_Kénitra_57740844.htm
77203775,57740768,Volkswagen Passat B8 Diesel Automatique 2017,175000,DH,Rabat,,Rabat,Volkswagen,Passat,2017,170000,Diesel,Automatique,8 CV,Excellent,WW au Maroc,Non,5,,yazid,private,0600679593,2026-04-08T12:01:03Z,Volkswagen Passat B8 Limousine Diesel Automatique 2017 à Rabat,https://www.avito.ma/fr/rabat/voitures_d_occasion/Volkswagen_Passat_B8_Diesel_Automatique_2017_57740768.htm
77203743,57740740,Citroën c4 à vendre,75000,DH,Agadir,Centre Ville,"Agadir, Centre Ville",Citroën,C4,2006,160000,Diesel,Manuelle,6 CV,Très bon,WW au Maroc,Non,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques",cmo,private,0717707293,2026-04-08T11:55:15Z,Citroën c4 à vendre sur agadir,https://www.avito.ma/fr/centre_ville/voitures_d_occasion/Citroën_c4_à_vendre_57740740.htm
77203726,57740726,Casablanca,110000,DH,Casablanca,Aïn Chock,"Casablanca, Aïn Chock",Volkswagen,Caddy,2013,600000,Diesel,Manuelle,6 CV,,,,,,abdo wali,private,0664903628,2026-04-08T11:53:01Z,"Voiture importée 2013, immatriculée en 2017",https://www.avito.ma/fr/aïn_chock/voitures_d_occasion/Casablanca_57740726.htm
76891019,57448282,Lamborghini Urus Essence Automatique 2021,,,Casablanca,Aïn Chock,"Casablanca, Aïn Chock",Lamborghini,Urus,2021,36000,Essence,Automatique,23 CV,Excellent,Importée neuve,Oui,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",RT auto,shop,0661891800,2026-04-08T11:50:08Z,"Superbe Lamborghini Urus Essence Automatique de 2021, en excellent état. - Kilométrage : 36000 km - Jantes aluminium, airbags, climatisation - Système de navigation/GPS, toit ouvrant, sièges cuir - Radar et caméra de recul, vitres électriques - ESP, régulateur et limiteur de vitesse - CD/MP3/Bluetooth, ABS, verrouillage centralisé à distance - Ordinateur de bord - Première main, origine importée neuve N'hésitez pas à me contacter pour plus d'informations.",https://www.avito.ma/fr/aïn_chock/voitures_d_occasion/Lamborghini_Urus_Essence_Automatique_2021_57448282.htm
77203692,57740703,Peugeot Partner modèle 2009 Taxe 700 Dh 7 CV,60000,DH,Oujda,Hay Salam,"Oujda, Hay Salam",Peugeot,Partner,2009,250000,Diesel,Manuelle,7 CV,Bon,WW au Maroc,Non,5,"Verrouillage centralisé à distance, Vitres électriques",abdellah selmani,private,0660695775,2026-04-08T11:48:01Z,Peugeot Partner,https://www.avito.ma/fr/hay_salam/voitures_d_occasion/Peugeot_Partner_modèle_2009_Taxe_700_Dh_7_CV_57740703.htm
77203634,57740652,Voiture SsangYong Korando moteur Mercedes,1000000,DH,Sidi Rahal,Toute la ville,"Sidi Rahal, Toute la ville",Ssangyong,Korando,2013,200000,Diesel,Automatique,8 CV,Très bon,WW au Maroc,Oui,5,"Airbags, Climatisation, Sièges cuir",bennani h,private,0616110963,2026-04-08T11:39:01Z,Voiture état neuf,https://www.avito.ma/fr/sidi_rahal/voitures_d_occasion/Voiture_SsangYong_Korando_moteur_Mercedes_57740652.htm
77203630,57740651,Tikiouine Agadir,,,Agadir,Cité Adrar,"Agadir, Cité Adrar",Fiat,Doblo,2018,124,Diesel,Manuelle,5 CV,Très bon,WW au Maroc,Oui,5,"Climatisation, Vitres électriques",صبرو,private,0688106723,2026-04-08T11:39:01Z,Dablo à vendre,https://www.avito.ma/fr/cité_adrar/voitures_d_occasion/Tikiouine_Agadir_57740651.htm
77203635,57740656,Seat Leon Automatique,154000,DH,Rabat,Agdal,"Rabat, Agdal",Seat,Leon,2015,198000,Diesel,Automatique,6 CV,Excellent,WW au Maroc,Oui,5,,Moncef,private,0663190708,2026-04-08T11:39:01Z,"Je mets en vente ma voiture Seat Leon, 1ère main, jamais accidentée, 2015 très bien entretenue, 198 000 km, aucune réparation à prévoir, pour plus d’info n’hésitez pas à me contacter. Intermédiaires veuillez s’abstenir.",https://www.avito.ma/fr/agdal/voitures_d_occasion/Seat_Leon_Automatique_57740656.htm
77203626,57740649,Skoda Superb Diesel Manuelle 2010 à Temara,105000,DH,Temara,Wifak,"Temara, Wifak",Skoda,Superb,2010,269000,Diesel,Manuelle,8 CV,Bon,WW au Maroc,Oui,5,"ABS, Airbags, Caméra de recul, Climatisation, Jantes aluminium, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Vitres électriques",Othmane,private,0651519280,2026-04-08T11:38:01Z,"Je mets en vente ma Skoda Superb Diesel de 2010, en bon état général. - Kilométrage : 269 000 km - Jantes aluminium - Climatisation - Airbags - Radar de recul et caméra de recul - Vitres électriques - ABS, régulateur de vitesse, système de navigation GPS - 8 CV, Diesel, Boîte manuelle - WW au Maroc, 5 portes, première main N'hésitez pas à me contacter pour plus d'informations.",https://www.avito.ma/fr/wifak/voitures_d_occasion/Skoda_Superb_Diesel_Manuelle_2010_à_Temara_57740649.htm
77203624,57740648,Renault Kangoo 1ère main 2021,142000,DH,Casablanca,Maarif,"Casablanca, Maarif",Renault,Kangoo,2021,198000,Diesel,Manuelle,6 CV,Très bon,WW au Maroc,Oui,3,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Ordinateur de bord, Radar de recul, Verrouillage centralisé à distance, Vitres électriques",chaouki,private,0675151548,2026-04-08T11:38:01Z,"À vendre : Renault Kangoo 2021, 198 000 km, 4 portes. Véhicule polyvalent (pro et perso), bon état. Prix intéressant. Contact en privé.",https://www.avito.ma/fr/maarif/voitures_d_occasion/Renault_Kangoo_1ère_main_2021_57740648.htm
77203587,57740615,Renault Captur Diesel Manuelle 2016 à Meknès,135000,DH,Meknès,,Meknès,Renault,Captur,2016,138000,Diesel,Manuelle,6 CV,Excellent,WW au Maroc,Non,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Verrouillage centralisé à distance, Vitres électriques",Aziz Ouboulmane,private,0668393295,2026-04-08T11:32:01Z,"Je mets en vente une Renault Captur diesel en excellent état, visible à Meknès. - Kilométrage : 138 000 km - Jantes aluminium - Airbags, ABS - Climatisation - Caméra et radar de recul - Vitres électriques - Régulateur et limiteur de vitesse - CD/MP3/Bluetooth - Ordinateur de bord - Verrouillage centralisé à distance - 6 CV, Diesel, Boîte manuelle N'hésitez pas à me contacter pour plus d'informations.",https://www.avito.ma/fr/meknès/voitures_d_occasion/Renault_Captur_Diesel_Manuelle_2016_à_Meknès_57740615.htm
77234356,57769335,Skoda Octavia,180000,DH,Agadir,Al Wifaq,"Agadir, Al Wifaq",Skoda,Octavia,2017,92000,Diesel,Manuelle,8 CV,Excellent,,,,,mohamed iguenna,private,0630600061,2026-04-14T11:28:04Z,"Très bonne Skoda Octavia à vendre, faible kilométrage",https://www.avito.ma/fr/al_wifaq/voitures_d_occasion/Skoda_Octavia_57769335.htm
77203572,57740603,Renault Clio Explore 2022,153000,DH,Agadir,Autre secteur,"Agadir, Autre secteur",Renault,Clio,2022,71000,Diesel,Manuelle,6 CV,Très bon,WW au Maroc,Oui,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques",hamid,private,0674115508,2026-04-08T11:29:01Z,"Je mets en vente ma voiture Clio 5 Explore fiable, kilométrage, toutes options.",https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Renault_Clio_Explore_2022_57740603.htm
77203529,57740565,Renault Megane 3 coupée. 1.9 L 1ère main,95000,DH,Casablanca,Anfa,"Casablanca, Anfa",Renault,Megane,2009,188000,Diesel,Manuelle,7 CV,Très bon,WW au Maroc,Oui,3,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Régulateur de vitesse, Verrouillage centralisé à distance, Vitres électriques",Redwan,private,0636329147,2026-04-08T11:23:22Z,"• Megane 3 coupée, • 1.9 l • 3 portes, • carburant : diesel • puissance fiscale: 7ch • gris métallique, • 1ère main, • Date de mise en circulation décembre 2009, • kilométrage : 188 000 km.",https://www.avito.ma/fr/anfa/voitures_d_occasion/Renault_Megane_3_coupée__1_9_L_1ère_main_57740565.htm
77203519,57740556,Golf4 module 2000 diwana 2009 diesel,75000,DH,Oued Zem,Toute la ville,"Oued Zem, Toute la ville",Volkswagen,Golf 4,2000,250000,Diesel,Manuelle,8 CV,Excellent,Dédouanée,Non,5,"Airbags, Jantes aluminium, Vitres électriques",Abdool Sourdi,private,0690106282,2026-04-08T11:20:01Z,Golf4 module 2000 diwana 2009 en bon état diesel à vendre,https://www.avito.ma/fr/oued_zem/voitures_d_occasion/Golf4_module_2000_diwana_2009_diesel_57740556.htm
77203461,57740507,Megane Classique,57000,DH,Tanger,Centre ville,"Tanger, Centre ville",Renault,Megane,2000,370000,Diesel,Manuelle,7 CV,Très bon,WW au Maroc,Non,5,,mostafa,private,0627123760,2026-04-08T11:14:17Z,"Megane Classique modèle 2000, en bon état. Carte grise à mon nom. Pas d'intermédiaires svp.",https://www.avito.ma/fr/centre_ville/voitures_d_occasion/Megane_Classique_57740507.htm
77203454,57740500,Peugeot 2008,170000,DH,Casablanca,Sidi Maarouf,"Casablanca, Sidi Maarouf",Peugeot,2008,2017,245000,Diesel,Manuelle,7 CV,Excellent,Pas encore dédouanée,Non,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, Jantes aluminium, Limiteur de vitesse, Radar de recul, Régulateur de vitesse, Système de navigation/GPS",Otmane,private,0662765636,2026-04-08T11:14:01Z,Intermédiaires s'abstenir,https://www.avito.ma/fr/sidi_maarouf/voitures_d_occasion/Peugeot_2008_57740500.htm
77203380,57740449,Ford Focus Diesel Manuelle 2010 à Midelt,90000,DH,Midelt,Toute la ville,"Midelt, Toute la ville",Ford,Focus,2010,190000,Diesel,Manuelle,7 CV,Très bon,WW au Maroc,Non,5,"ABS, Climatisation, Jantes aluminium, Verrouillage centralisé à distance, Vitres électriques",Hamza,private,0700025319,2026-04-08T11:05:10Z,"Je mets en vente ma voiture Ford Focus Ghia, 2010, diesel, en très bon état, jantes aluminium, pneus neufs, salon propre, papiers réglés, carte grise, 2ème main,",https://www.avito.ma/fr/midelt/voitures_d_occasion/Ford_Focus_Diesel_Manuelle_2010_à_Midelt_57740449.htm
77203372,57740442,Mitsubishi L200 Diesel Manuelle 2012 à El Jadida,130000,DH,El Jadida,,El Jadida,Mitsubishi,L200,2012,120000,Diesel,Manuelle,10 CV,Excellent,WW au Maroc,Non,3,ABS,Benchanaa,private,0684706042,2026-04-08T11:04:01Z,"Icône, bonne voiture propre",https://www.avito.ma/fr/el_jadida/voitures_d_occasion/Mitsubishi_L200_Diesel_Manuelle_2012_à_El_Jadida_57740442.htm
76065412,56713842,Mercedes-Benz Classe CLE 220d Coupé 2025,,,Casablanca,Anfa,"Casablanca, Anfa",Mercedes-Benz,Classe CL,2025,900,Diesel,Automatique,8 CV,Excellent,Importée neuve,,,,Luxury Auto,shop,0661212319,2026-04-08T10:59:38Z,"Luxury Auto met en vente Mercedes-Benz CLE 220d 2025 (Importée neuve) , avec beaucoup d’options intéressantes.",https://www.avito.ma/fr/anfa/voitures_d_occasion/Mercedes_Benz_Classe_CLE_220d_Coupé_2025_56713842.htm
77162929,57702754,Peugeot 3008 GT Diesel 2021,295000,DH,Tanger,Drissia,"Tanger, Drissia",Peugeot,3008,2021,140000,Diesel,Automatique,8 CV,Très bon,WW au Maroc,Non,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",auto rif,shop,0675756068,2026-04-08T10:58:41Z,Je mets en vente ma voiture Peugeot 3008 GT Modèle 2021/03 Origine Ww au Maroc Kilométrage 140 000 Toutes Options.,https://www.avito.ma/fr/drissia/voitures_d_occasion/Peugeot_3008_GT_Diesel_2021_57702754.htm
77074776,57618696,Volkswagen Touareg Confort Plus 2021,340000,DH,Casablanca,Anfa,"Casablanca, Anfa",Volkswagen,Touareg,2021,148000,Diesel,Automatique,12 CV,Très bon,WW au Maroc,Oui,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques",Idder Tmara,private,0661077802,2026-04-08T10:58:21Z,"Touareg Confort Plus, première main à 340.000 Dhs. Véhicule très bien entretenu chez Volkswagen, propre et en très bon état.",https://www.avito.ma/fr/anfa/voitures_d_occasion/Volkswagen_Touareg_Confort_Plus_2021_57618696.htm
77059376,57604678,Mercedes-Benz GLC 300d,610000,DH,Fès,Ben Souda,"Fès, Ben Souda",Mercedes-Benz,300,2022,74000,Diesel,Automatique,8 CV,Très bon,WW au Maroc,Oui,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",Lina benyassef,private,0617259633,2026-04-08T10:58:39Z,"Bonjour, je vends Mercedes-Benz GLC 300d Modèle 2022 km 74000 très bien.",https://www.avito.ma/fr/ben_souda/voitures_d_occasion/Mercedes_Benz_GLC_300d_57604678.htm
77203283,57740383,Toyota C-HR Hybride Automatique 2020 à Casablanca,190000,DH,Casablanca,Belvédère,"Casablanca, Belvédère",Toyota,C-HR,2020,80000,Hybride,Automatique,10 CV,Très bon,WW au Maroc,Oui,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Verrouillage centralisé à distance, Vitres électriques",Mehdi,private,0661471572,2026-04-08T10:51:01Z,"Je mets en vente ma Toyota C-HR Hybride Automatique de 2020, en excellent état. - Kilométrage : 80 000 km - Boîte de vitesses : Automatique - Carburant : Hybride - Première main, WW au Maroc - Jantes aluminium, sièges cuir, climatisation, caméra et radar de recul - Régulateur et limiteur de vitesse, vitres électriques, ABS, CD/MP3/Bluetooth N'hésitez pas à me contacter pour plus d'informations.",https://www.avito.ma/fr/belvédère/voitures_d_occasion/Toyota_C_HR_Hybride_Automatique_2020_à_Casablanca_57740383.htm
77203265,57740368,Dasai Logan,140000,DH,El Jadida,Autre secteur,"El Jadida, Autre secteur",Dacia,Logan,2024,100,Diesel,Manuelle,6 CV,Excellent,WW au Maroc,,,"Airbags, Caméra de recul, Climatisation, Radar de recul, Sièges cuir, Système de navigation/GPS",Bakkar dris,private,0664682060,2026-04-08T10:49:01Z,Dasai Logan,https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Dasai_Logan_57740368.htm
77203226,57740341,Dacia Duster Diesel Manuelle 2020,170000,DH,Fès,Al Hadiqa,"Fès, Al Hadiqa",Dacia,Duster,2020,120000,Diesel,Manuelle,6 CV,Bon,WW au Maroc,Non,5,,abdou,private,0723937076,2026-04-08T10:42:01Z,"Dacia Duster Diesel de 2020, une voiture fiable et économique. - Kilométrage : 120 000 km - Puissance fiscale : 6 CV - Boite de vitesses : Manuelle - Origine : WW au Maroc N'hésitez pas à me contacter pour plus d'informations.",https://www.avito.ma/fr/al_hadiqa/voitures_d_occasion/Dacia_Duster_Diesel_Manuelle_2020_57740341.htm
77203203,57740326,Hyundai Tucson,265000,DH,Marrakech,Autre secteur,"Marrakech, Autre secteur",Hyundai,Tucson,2022,89000,Diesel,Automatique,6 CV,Très bon,,,,,Redouane Oukhlis,private,0787047953,2026-04-08T10:38:02Z,Voiture à vendre,https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Hyundai_Tucson_57740326.htm
77203182,57740310,Peugeot 208 version gt line,216000,DH,Oujda,Centre Ville,"Oujda, Centre Ville",Peugeot,208,2025,12000,Diesel,Manuelle,6 CV,Neuf,WW au Maroc,Oui,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",farouk,private,0708119087,2026-04-08T10:35:00Z,Je mets ma voiture en très bon état à vendre,https://www.avito.ma/fr/centre_ville/voitures_d_occasion/Peugeot_208_version_gt_line_57740310.htm
77203173,57740301,Jeep Cherokee très bon état,230000,DH,Meknès,Hamria,"Meknès, Hamria",Jeep,Cherokee,2021,160000,Diesel,Automatique,9 CV,Excellent,WW au Maroc,Oui,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",slimani Mohamed,private,0661244580,2026-04-08T10:33:01Z,Je mets en vente ma Jeep Cherokee première main modèle 2021 très bon état. Réponds uniquement par téléphone aux personnes sérieuses. Curieux merci de ne pas me contacter. Pas de message WhatsApp.,https://www.avito.ma/fr/hamria/voitures_d_occasion/Jeep_Cherokee_très_bon_état_57740301.htm
77203069,57740226,"Clio 4 2020, 2ème main, voiture reste propre Jamais accidenté ✅️",110000,DH,Casablanca,Ben M'sick,"Casablanca, Ben M'sick",Renault,Clio,2020,140000,Diesel,Manuelle,Plus de 41 CV,Très bon,WW au Maroc,,,"Airbags, Climatisation, Vitres électriques",Réda,private,0664225542,2026-04-08T10:19:41Z,"Clio 4 2020, 2ème main.",https://www.avito.ma/fr/ben_m_sick/voitures_d_occasion/Clio_4_2020__2ème_main__voiture_reste_propre_Jamais_accidenté____57740226.htm
77203089,57740223,Clio 4 2021 très bon état,128000,DH,Agadir,Al Wifaq,"Agadir, Al Wifaq",Renault,Clio,2021,150000,Diesel,Manuelle,6 CV,Excellent,WW au Maroc,Non,5,"ABS, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Vitres électriques",Oussama Elmanssouri,private,0614694081,2026-04-08T10:19:02Z,"Belle voiture pour hommes et femmes, bon état, comme neuve...",https://www.avito.ma/fr/al_wifaq/voitures_d_occasion/Clio_4_2021_très_bon_état_57740223.htm
77203053,57740206,Fiat Fiorino 2019,,,Tanger,Autre secteur,"Tanger, Autre secteur",Fiat,Fiorino,2019,103000,Diesel,Manuelle,5 CV,Très bon,WW au Maroc,,,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Limiteur de vitesse, Verrouillage centralisé à distance, Vitres électriques",samir,private,0618646603,2026-04-08T10:15:50Z,Fiat Fiorino 2019 carte grise climatisé,https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Fiat_Fiorino_2019_57740206.htm
